User,Type_Offline,Confidence_Offline,Events
tiu03,Unknown,,1
tivoc,Human,0.68,5
tjghost,Unknown,,1
tk09291197,Unknown,,1
tmigot,Human,0.192,79
tmp47327reld,Unknown,,1
tmslagle,Unknown,,1
tnbeats,Unknown,,1
tobihans,Unknown,,4
tom-doerr,Unknown,,1
tomcs29,Unknown,,3
tompham12345,Human,0.747,7
tonybx222,Unknown,,1
toomiloff,Unknown,,1
toonsegers-rl,Unknown,,1
tooxin,Unknown,,3
topdog5,Unknown,,1
topho-man,Unknown,,1
tordnat,Unknown,,2
tori-ham,Unknown,,1
tori-hotaru,Human,0.368,5
torinriley,Unknown,,4
torridreader,Unknown,,1
torshin5ergey,Unknown,,4
tosaddler,Unknown,,2
toshihikoyanase,Human,0.324,52
totemmark1,Unknown,,1
toufu-24,Unknown,,1
tqusmc22bsel,Unknown,,1
tracyqan,Unknown,,1
tralmorfhoops,Unknown,,1
trami24,Bot,0.196,5
tranhoangnguyen03,Unknown,,1
trankhoidang,Unknown,,2
tranvietphuoc,Unknown,,2
traversaro,Human,0.732,300
trendyllama,Unknown,,2
trkdrvr9,Unknown,,1
trocker,Unknown,,3
trongvnau,Human,0.747,6
troy-baker-aumni,Unknown,,1
troydemonbreun,Unknown,,3
trungtaxp,Human,0.747,6
trytiaksblas,Unknown,,1
tscottpkfil,Unknown,,1
tsenapathy,Unknown,,1
tsubakiky,Unknown,,1
tsutomu-n,Human,0.659,12
ttw-stmsman,Unknown,,1
turdfire,Human,0.817,5
tvladyslav,Unknown,,2
tvor-zayka,Unknown,,1
tvtvltvcbr,Unknown,,1
twardoch,Unknown,,2
twdhwfh,Unknown,,1
twismmgui,Unknown,,1
tychen17,Unknown,,2
tylerdq,Unknown,,3
tylerjereddy,Human,0.771,300
tyoc213,Human,0.827,6
typoman,Unknown,,2
u7ko4,Unknown,,1
uae-89pas,Unknown,,1
uakbr,Unknown,,1
uberbeek,Unknown,,1
ubyjvovk,Unknown,,1
ucyang,Human,0.753,19
uday-rana,Unknown,,3
udhh1243,Unknown,,1
uhryniuk,Unknown,,1
ultralapse,Unknown,,2
ultrasounder,Human,0.558,16
umairqamardev,Unknown,,2
umgbhalla,Unknown,,1
umstek,Unknown,,4
unalmis,Human,0.788,13
unkaktus,Human,0.908,10
uribracha2611,Unknown,,1
usbpor-EtVB0graph,Unknown,,1
usernamex,Human,0.795,5
utopic-dev,Human,0.783,5
uyra-jokermo,Unknown,,1
uzmanoble1,Unknown,,1
uzziii39,Unknown,,1
v-49,Unknown,,1
v217,Unknown,,3
v4zha,Unknown,,1
vTuanpham,Unknown,,1
vaerksted,Bot,0.193,51
vafleite,Unknown,,4
valentinmili,Unknown,,1
vampkatrin85borg,Unknown,,1
vane,Unknown,,3
vanessaveras,Unknown,,1
vany-viu,Unknown,,1
varehus,Human,0.155,6
vasagav,Unknown,,1
vballu,Unknown,,3
vbutardo,Unknown,,3
veggieyesstal,Unknown,,1
vempala,Unknown,,1
venkat-oss,Unknown,,2
venkatesh9784,Unknown,,1
venkateshbingi1005,Unknown,,2
vera-rijikpie,Unknown,,1
versatran01,Human,0.866,63
vetschn,Human,0.948,20
vfilter,Unknown,,1
vianmixtkz,Unknown,,1
vick1208,Unknown,,1
victor-ipfi,Unknown,,1
victordiors,Unknown,,1
victorhos,Unknown,,2
victoria-irikura,Unknown,,1
victoria-mckinney,Human,0.794,5
vigass,Human,0.817,5
vigneshkumarj7,Unknown,,3
vika-number-one,Unknown,,1
viktorium,Unknown,,1
viktorku,Unknown,,1
vincent-163,Unknown,,2
vincent-teh,Unknown,,2
vincentclee,Unknown,,1
vinerya,Unknown,,1
vinybrasil,Unknown,,2
violetstair,Unknown,,1
virhilo,Unknown,,1
vischniakovalexander,Unknown,,1
vishwin,Unknown,,1
visualsbytheRob,Human,0.662,5
vitortvale,Unknown,,1
vittar1982,Unknown,,1
viyand-denisov,Unknown,,1
vjvelascorios,Human,0.604,15
vladbelms,Unknown,,1
vladimirminnegaliev,Unknown,,1
vladok-osa,Unknown,,1
vnandini-4edu,Unknown,,2
vnherdeiro,Unknown,,4
voljin00ra,Unknown,,1
volkanncicek,Human,0.884,11
vortezwohl,Unknown,,1
vova-barabashkin,Unknown,,1
vovochka-vovkasweet,Unknown,,1
voxlol,Human,0.847,7
voycey,Unknown,,1
vqk0kiuzapadwlu,Unknown,,1
vsavateevaran,Unknown,,1
vsp0,Unknown,,1
vyom-nikhra,Unknown,,1
w00jay,Unknown,,1
w4ffl35,Unknown,,1
wa324117,Unknown,,1
walshb,Bot,0.673,28
wang-shun,Human,0.672,5
wangjinghuan,Unknown,,2
wanglong001,Unknown,,1
wangnan0610,Unknown,,3
wangshub,Unknown,,2
wangtong10086,Unknown,,1
wangyafu,Unknown,,1
wangzhen0518,Unknown,,3
wannaphong,Unknown,,1
waoywssy,Human,0.747,6
warrickball,Human,0.637,300
wasabipesto,Unknown,,2
water3west,Unknown,,2
wazoo,Unknown,,2
wcq062821,Unknown,,2
wdisousabris,Unknown,,1
web3dev7,Unknown,,1
weidinger-c,Human,0.777,8
weijia99,Unknown,,2
wentaozone,Unknown,,2
wesstone12,Unknown,,2
wfis9014,Unknown,,1
wh1tenoise,Unknown,,1
white-buddhapar,Unknown,,1
whiteguo233,Unknown,,1
who0liebo0lie,Unknown,,1
whyboris,Unknown,,2
wildfunctions,Unknown,,1
wili68less,Unknown,,1
williamrowell,Human,0.747,8
wingsurge,Unknown,,1
wirus-456os,Unknown,,1
wjholden,Unknown,,3
wladimir-hen,Unknown,,4
wodowiesel,Unknown,,2
workingjoe,Unknown,,1
worldselena,Unknown,,1
wqq57,Unknown,,2
wr-cx-ai,Unknown,,1
wumengjie-git,Unknown,,1
wuyongqian2,Unknown,,2
ww166,Unknown,,2
wwfyde,Human,0.747,8
wx-chevalier,Human,0.747,6
wyuenho,Unknown,,2
wzl9526,Unknown,,1
wzy-99,Human,0.788,5
xSerioUsx78,Unknown,,1
xbdotl,Unknown,,1
xd21303,Unknown,,3
xgywuhu,Unknown,,1
xhatat,Unknown,,1
xia-mc,Unknown,,1
xia46268,Unknown,,1
xiabingquan,Unknown,,2
xiaolei1013,Unknown,,4
xiaowang119,Unknown,,2
xinghui,Unknown,,1
xininsky,Unknown,,2
xisenal,Unknown,,1
xjzh123,Unknown,,1
xor2k,Human,0.899,111
xrafael18xto,Unknown,,1
xtrupal,Unknown,,1
xuan-lab,Unknown,,2
xuanphong230104,Unknown,,1
xujian1997,Unknown,,1
xukkll,Unknown,,1
xungu1,Unknown,,1
xuwinnie,Unknown,,1
xuyi,Unknown,,1
xxxolllllllll,Unknown,,1
xzou0718,Unknown,,2
yana-rudenko,Unknown,,1
yangala,Unknown,,4
yangdissy,Unknown,,1
yangguoandresolution,Unknown,,4
yangsadd,Unknown,,1
yanxialv,Unknown,,2
yaowenqiang,Human,0.616,24
yaoyhu,Unknown,,2
yareyaredesuyo,Human,0.932,6
yash-chudasama,Unknown,,1
yashasvimisra2798,Human,0.669,5
ych-ycz,Unknown,,1
yeisimiranda,Unknown,,1
yetingxiao,Unknown,,2
ygrzxc,Unknown,,1
ygseon,Unknown,,1
yhyhUMich,Unknown,,1
yingxiongyanjin,Unknown,,2
yinkam,Unknown,,1
yinshiyou,Bot,0.571,12
yisun817,Unknown,,3
yjfgyfuyflur,Unknown,,1
ym1234,Unknown,,2
ymmreza16,Unknown,,1
yonikremer,Human,0.722,12
yoonkn,Unknown,,2
yorxirel,Unknown,,1
yosh0815,Unknown,,1
yowenter,Unknown,,2
ytiam,Unknown,,1
yuanjs-0108,Unknown,,1
yuanx749,Human,0.87,300
yuanye123645,Unknown,,1
yuanzhanxue,Unknown,,1
yukill3r,Unknown,,1
yumendecc,Unknown,,1
yundantianchang,Human,0.733,7
yuntsewu,Unknown,,1
yunusaliyevxurshidbek,Unknown,,1
yunuscvlk,Unknown,,2
yxq953,Unknown,,2
z3214965,Unknown,,1
z3t444,Unknown,,1
zack-sys,Unknown,,1
zackautocracy,Human,0.671,9
zacmon,Human,0.912,7
zahidhossain01,Human,0.795,5
zanderlewis,Human,0.817,5
zanemilo,Unknown,,1
zanieb,Human,0.957,74
zanzo2003,Unknown,,3
zatugaku,Unknown,,1
zdjzdj123,Unknown,,1
zelenikty,Unknown,,2
zenany,Unknown,,1
zephyrzilla,Unknown,,2
zerod0t,Unknown,,2
zfriedman0,Unknown,,1
zhangboxun,Unknown,,4
zhangwentao,Unknown,,4
zhangyoong29,Unknown,,1
zhangzixun,Unknown,,1
zhao004,Unknown,,1
zhaozuxin,Unknown,,2
zhivkoplias,Unknown,,1
zhooda,Unknown,,1
zhoujunjun-apple,Unknown,,1
zhsssy,Unknown,,1
zhuewizz,Human,0.785,5
zhuhaodavid,Unknown,,4
zichungao88,Unknown,,1
ziliangpeng,Unknown,,3
zjcszn,Unknown,,1
zk-STARK,Unknown,,4
zkingston,Unknown,,1
znn629,Unknown,,1
zooba,Human,0.75,28
zuanzuanshao,Unknown,,1
zvijayakumar,Unknown,,4
zyy890508,Human,0.616,6
zzctmac,Unknown,,2
zzj136598,Unknown,,1
zzlgreat,Unknown,,1
zzmtsvv,Unknown,,1
